,Region_name,Importace
201,FS_L_Cerebellum_Cort_Range,0.0
202,FS_L_Cerebellum_Cort_Min,0.0
204,FS_L_ThalamusProper_Range,0.0
205,FS_L_ThalamusProper_Min,0.0
206,FS_L_ThalamusProper_Max,0.0
207,FS_L_Caudate_Range,0.0
208,FS_L_Caudate_Min,0.0
209,FS_L_Caudate_Max,0.0
211,FS_L_Putamen_Min,0.0
212,FS_L_Putamen_Max,0.0
213,FS_L_Pallidum_Range,0.0
214,FS_L_Pallidum_Min,0.0
215,FS_L_Pallidum_Max,0.0
216,FS_3rdVent_Range,0.0
218,FS_3rdVent_Max,0.0
219,FS_4thVent_Range,0.0
220,FS_4thVent_Min,0.0
196,FS_L_LatVent_Min,0.0
193,FS_CC_Anterior_Mean,0.0
147,FS_R_Cerebellum_WM_Mean,0.0
192,FS_CC_MidAnterior_Std,0.0
153,FS_R_Caudate_Mean,0.0
155,FS_R_Putamen_Mean,0.0
156,FS_R_Putamen_Std,0.0
162,FS_R_Amygdala_Std,0.0
163,FS_R_AccumbensArea_Mean,0.0
165,FS_R_VentDC_Mean,0.0
167,FS_R_Vessel_Mean,0.0
168,FS_R_Vessel_Std,0.0
171,FS_5thVent_Mean,0.0
172,FS_5thVent_Std,0.0
174,FS_WM_Hypointens_Std,0.0
175,FS_L_WM_Hypointens_Mean,0.0
176,FS_L_WM_Hypointens_Std,0.0
177,FS_R_WM_Hypointens_Mean,0.0
178,FS_R_WM_Hypointens_Std,0.0
179,FS_L_Non-WM_Hypointens_Mean,0.0
180,FS_L_Non-WM_Hypointens_Std,0.0
181,FS_R_Non-WM_Hypointens_Mean,0.0
182,FS_R_Non-WM_Hypointens_Std,0.0
183,FS_OpticChiasm_Mean,0.0
184,FS_OpticChiasm_Std,0.0
221,FS_4thVent_Max,0.0
222,FS_BrainStem_Range,0.0
223,FS_BrainStem_Min,0.0
224,FS_BrainStem_Max,0.0
252,FS_R_Cerebellum_WM_Range,0.0
254,FS_R_Cerebellum_WM_Max,0.0
255,FS_L_Cerebellum_Cort_Range.1,0.0
256,FS_L_Cerebellum_Cort_Min.1,0.0
257,FS_L_Cerebellum_Cort_Max.1,0.0
258,FS_R_ThalamusProper_Range,0.0
260,FS_R_ThalamusProper_Max,0.0
262,FS_R_Caudate_Min,0.0
263,FS_R_Caudate_Max,0.0
264,FS_R_Putamen_Range,0.0
265,FS_R_Putamen_Min,0.0
266,FS_R_Putamen_Max,0.0
268,FS_R_Pallidum_Min,0.0
269,FS_R_Pallidum_Max,0.0
270,FS_R_Hippo_Range,0.0
271,FS_R_Hippo_Min,0.0
272,FS_R_Hippo_Max,0.0
274,FS_R_Amygdala_Min,0.0
275,FS_R_Amygdala_Max,0.0
276,FS_R_AccumbensArea_Range,0.0
277,FS_R_AccumbensArea_Min,0.0
251,FS_R_InfLatVent_Max,0.0
250,FS_R_InfLatVent_Min,0.0
248,FS_R_LatVent_Max,0.0
236,FS_L_AccumbensArea_Max,0.0
225,FS_L_Hippo_Range,0.0
226,FS_L_Hippo_Min,0.0
227,FS_L_Hippo_Max,0.0
228,FS_L_Amygdala_Range,0.0
229,FS_L_Amygdala_Min,0.0
231,FS_CSF_Range,0.0
232,FS_CSF_Min,0.0
233,FS_CSF_Max,0.0
235,FS_L_AccumbensArea_Min,0.0
237,FS_L_VentDC_Range,0.0
247,FS_R_LatVent_Min,0.0
238,FS_L_VentDC_Min,0.0
239,FS_L_VentDC_Max,0.0
240,FS_L_Vessel_Range,0.0
241,FS_L_Vessel_Min,0.0
242,FS_L_Vessel_Max,0.0
243,FS_L_ChoroidPlexus_Range,0.0
244,FS_L_ChoroidPlexus_Min,0.0
245,FS_L_ChoroidPlexus_Max,0.0
246,FS_R_LatVent_Range,0.0
149,FS_L_Cerebellum_Cort_Mean.1,0.0
145,FS_R_InfLatVent_Mean,0.0
544,FS_L_Parsopercularis_GrayVol,0.0
37,FS_L_VentDC_Vol,0.0
40,FS_R_LatVent_Vol,0.0
42,FS_R_Cerebellum_WM_Vol,0.0
44,FS_R_ThalamusProper_Vol,0.0
47,FS_R_Pallidum_Vol,0.0
50,FS_R_AccumbensArea_Vol,0.0
52,FS_R_Vessel_Vol,0.0
53,FS_R_ChoroidPlexus_Vol,0.0
54,FS_5thVent_Vol,0.0
56,FS_L_WM_Hypointens_Vol,0.0
57,FS_R_WM_Hypointens_Vol,0.0
58,FS_L_Non-WM_Hypointens_Vol,0.0
59,FS_R_Non-WM_Hypointens_Vol,0.0
62,FS_CC_MidPosterior_Vol,0.0
63,FS_CC_Central_Vol,0.0
64,FS_CC_MidAnterior_Vol,0.0
66,FS_L_LatVent_Vox,0.0
67,FS_L_Cerebellum_WM_Vox,0.0
68,FS_L_Cerebellum_Cort_Vox,0.0
69,FS_L_ThalamusProper_Vox,0.0
70,FS_L_Caudate_Vox,0.0
71,FS_L_Putamen_Vox,0.0
38,FS_L_Vessel_Vol,0.0
36,FS_L_AccumbensArea_Vol,0.0
144,FS_R_LatVent_Std,0.0
35,FS_CSF_Vol,0.0
2,FS_BrainSeg_Vol,0.0
3,FS_BrainSeg_Vol_No_Vent,0.0
4,FS_BrainSeg_Vol_No_Vent_Surf,0.0
5,FS_LCort_GM_Vol,0.0
6,FS_RCort_GM_Vol,0.0
7,FS_TotCort_GM_Vol,0.0
8,FS_SubCort_GM_Vol,0.0
10,FS_SupraTentorial_Vol,0.0
11,FS_SupraTentorial_Vol_No_Vent,0.0
12,FS_SupraTentorial_No_Vent_Voxel_Count,0.0
13,FS_L_WM_Vol,0.0
14,FS_R_WM_Vol,0.0
15,FS_Tot_WM_Vol,0.0
19,FS_LH_Defect_Holes,0.0
20,FS_RH_Defect_Holes,0.0
21,FS_Total_Defect_Holes,0.0
22,FS_L_LatVent_Vol,0.0
24,FS_L_Cerebellum_WM_Vol,0.0
26,FS_L_ThalamusProper_Vol,0.0
32,FS_BrainStem_Vol,0.0
33,FS_L_Hippo_Vol,0.0
72,FS_L_Pallidum_Vox,0.0
73,FS_3rdVent_Vox,0.0
74,FS_4thVent_Vox,0.0
75,FS_BrainStem_Vox,0.0
101,FS_L_Non-WM_Hypointens_Vox,0.0
102,FS_R_Non-WM_Hypointens_Vox,0.0
103,FS_OpticChiasm_Vox,0.0
104,FS_CC_Posterior_Vox,0.0
105,FS_CC_MidPosterior_Vox,0.0
106,FS_CC_Central_Vox,0.0
107,FS_CC_MidAnterior_Vox,0.0
108,FS_CC_Anterior_Vox,0.0
110,FS_L_LatVent_Std,0.0
112,FS_L_Cerebellum_WM_Std,0.0
114,FS_L_Cerebellum_Cort_Std,0.0
115,FS_L_ThalamusProper_Mean,0.0
117,FS_L_Caudate_Mean,0.0
118,FS_L_Caudate_Std,0.0
119,FS_L_Putamen_Mean,0.0
123,FS_3rdVent_Mean,0.0
131,FS_L_Amygdala_Mean,0.0
135,FS_L_AccumbensArea_Mean,0.0
137,FS_L_VentDC_Mean,0.0
138,FS_L_VentDC_Std,0.0
140,FS_L_Vessel_Std,0.0
100,FS_R_WM_Hypointens_Vox,0.0
99,FS_L_WM_Hypointens_Vox,0.0
98,FS_WM_Hypointens_Vox,0.0
86,FS_L_Cerebellum_Cort_Vox.1,0.0
76,FS_L_Hippo_Vox,0.0
77,FS_L_Amygdala_Vox,0.0
78,FS_CSF_Vox,0.0
79,FS_L_AccumbensArea_Vox,0.0
80,FS_L_VentDC_Vox,0.0
81,FS_L_Vessel_Vox,0.0
82,FS_L_ChoroidPlexus_Vox,0.0
83,FS_R_LatVent_Vox,0.0
85,FS_R_Cerebellum_WM_Vox,0.0
87,FS_R_ThalamusProper_Vox,0.0
97,FS_5thVent_Vox,0.0
88,FS_R_Caudate_Vox,0.0
89,FS_R_Putamen_Vox,0.0
90,FS_R_Pallidum_Vox,0.0
91,FS_R_Hippo_Vox,0.0
92,FS_R_Amygdala_Vox,0.0
93,FS_R_AccumbensArea_Vox,0.0
94,FS_R_VentDC_Vox,0.0
95,FS_R_Vessel_Vox,0.0
96,FS_R_ChoroidPlexus_Vox,0.0
278,FS_R_AccumbensArea_Max,0.0
279,FS_R_VentDC_Range,0.0
280,FS_R_VentDC_Min,0.0
451,FS_R_Rostralmiddlefrontal_Area,0.0
453,FS_R_Superiorparietal_Area,0.0
454,FS_R_Superiortemporal_Area,0.0
455,FS_R_Supramarginal_Area,0.0
456,FS_R_Frontalpole_Area,0.0
458,FS_R_Transversetemporal_Area,0.0
459,FS_R_Insula_Area,0.0
460,FS_L_Caudalanteriorcingulate_NumVert,0.0
461,FS_L_Bankssts_NumVert,0.0
462,FS_L_Caudalmiddlefrontal_NumVert,0.0
466,FS_L_Inferiorparietal_NumVert,0.0
467,FS_L_Inferiortemporal_NumVert,0.0
468,FS_L_Isthmuscingulate_NumVert,0.0
470,FS_L_Lateralorbitofrontal_NumVert,0.0
472,FS_L_Medialorbitofrontal_NumVert,0.0
473,FS_L_Middletemporal_NumVert,0.0
474,FS_L_Parahippocampal_NumVert,0.0
475,FS_L_Paracentral_NumVert,0.0
476,FS_L_Parsopercularis_NumVert,0.0
477,FS_L_Parsorbitalis_NumVert,0.0
478,FS_L_Parstriangularis_NumVert,0.0
479,FS_L_Pericalcarine_NumVert,0.0
452,FS_R_Superiorfrontal_Area,0.0
450,FS_R_Rostralanteriorcingulate_Area,0.0
282,FS_R_Vessel_Range,0.0
449,FS_R_Precuneus_Area,0.0
424,FS_L_Transversetemporal_Area,0.0
425,FS_L_Insula_Area,0.0
426,FS_R_Bankssts_Area,0.0
427,FS_R_Caudalanteriorcingulate_Area,0.0
428,FS_R_Caudalmiddlefrontal_Area,0.0
429,FS_R_Cuneus_Area,0.0
432,FS_R_Inferiorparietal_Area,0.0
433,FS_R_Inferiortemporal_Area,0.0
434,FS_R_Isthmuscingulate_Area,0.0
435,FS_R_Lateraloccipital_Area,0.0
437,FS_R_Lingual_Area,0.0
438,FS_R_Medialorbitofrontal_Area,0.0
439,FS_R_Middletemporal_Area,0.0
440,FS_R_Parahippocampal_Area,0.0
441,FS_R_Paracentral_Area,0.0
442,FS_R_Parsopercularis_Area,0.0
443,FS_R_Parsorbitalis_Area,0.0
444,FS_R_Parstriangularis_Area,0.0
446,FS_R_Postcentral_Area,0.0
447,FS_R_Posteriorcingulate_Area,0.0
448,FS_R_Precentral_Area,0.0
480,FS_L_Postcentral_NumVert,0.0
481,FS_L_Posteriorcingulate_NumVert,0.0
482,FS_L_Precentral_NumVert,0.0
484,FS_L_Rostralanteriorcingulate_NumVert,0.0
519,FS_R_Rostralmiddlefrontal_NumVert,0.0
520,FS_R_Superiorfrontal_NumVert,0.0
521,FS_R_Superiorparietal_NumVert,0.0
522,FS_R_Superiortemporal_NumVert,0.0
523,FS_R_Supramarginal_NumVert,0.0
524,FS_R_Frontalpole_NumVert,0.0
525,FS_R_Temporalpole_NumVert,0.0
526,FS_R_Transversetemporal_NumVert,0.0
527,FS_R_Insula_NumVert,0.0
528,FS_L_Caudalanteriorcingulate_GrayVol,0.0
529,FS_L_Bankssts_GrayVol,0.0
530,FS_L_Caudalmiddlefrontal_GrayVol,0.0
531,FS_L_Cuneus_GrayVol,0.0
533,FS_L_Fusiform_GrayVol,0.0
534,FS_L_Inferiorparietal_GrayVol,0.0
535,FS_L_Inferiortemporal_GrayVol,0.0
537,FS_L_Lateraloccipital_GrayVol,0.0
538,FS_L_Lateralorbitofrontal_GrayVol,0.0
539,FS_L_Lingual_GrayVol,0.0
541,FS_L_Middletemporal_GrayVol,0.0
543,FS_L_Paracentral_GrayVol,0.0
518,FS_R_Rostralanteriorcingulate_NumVert,0.0
516,FS_R_Precentral_NumVert,0.0
515,FS_R_Posteriorcingulate_NumVert,0.0
496,FS_R_Caudalmiddlefrontal_NumVert,0.0
486,FS_L_Superiorfrontal_NumVert,0.0
487,FS_L_Superiorparietal_NumVert,0.0
488,FS_L_Superiortemporal_NumVert,0.0
489,FS_L_Supramarginal_NumVert,0.0
490,FS_L_Frontalpole_NumVert,0.0
492,FS_L_Transversetemporal_NumVert,0.0
493,FS_L_Insula_NumVert,0.0
494,FS_R_Bankssts_NumVert,0.0
495,FS_R_Caudalanteriorcingulate_NumVert,0.0
500,FS_R_Inferiorparietal_NumVert,0.0
514,FS_R_Postcentral_NumVert,0.0
501,FS_R_Inferiortemporal_NumVert,0.0
502,FS_R_Isthmuscingulate_NumVert,0.0
505,FS_R_Lingual_NumVert,0.0
506,FS_R_Medialorbitofrontal_NumVert,0.0
507,FS_R_Middletemporal_NumVert,0.0
508,FS_R_Parahippocampal_NumVert,0.0
509,FS_R_Paracentral_NumVert,0.0
512,FS_R_Parstriangularis_NumVert,0.0
513,FS_R_Pericalcarine_NumVert,0.0
422,FS_L_Frontalpole_Area,0.0
420,FS_L_Superiortemporal_Area,0.0
419,FS_L_Superiorparietal_Area,0.0
349,FS_L_Rostralmiddlefrontal_Thck,0.0
314,FS_CC_MidPosterior_Max,0.0
315,FS_CC_Central_Range,0.0
316,FS_CC_Central_Min,0.0
320,FS_CC_MidAnterior_Max,0.0
321,FS_CC_Anterior_Range,0.0
324,FS_L_Bankssts_Thck,0.0
325,FS_L_Caudalanteriorcingulate_Thck,0.0
326,FS_L_Caudalmiddlefrontal_Thck,0.0
327,FS_L_Cuneus_Thck,0.0
328,FS_L_Entorhinal_Thck,0.0
329,FS_L_Fusiform_Thck,0.0
330,FS_L_Inferiorparietal_Thck,0.0
331,FS_L_Inferiortemporal_Thck,0.0
332,FS_L_Isthmuscingulate_Thck,0.0
333,FS_L_Lateraloccipital_Thck,0.0
335,FS_L_Lingual_Thck,0.0
337,FS_L_Middletemporal_Thck,0.0
338,FS_L_Parahippocampal_Thck,0.0
342,FS_L_Parstriangularis_Thck,0.0
344,FS_L_Postcentral_Thck,0.0
346,FS_L_Precentral_Thck,0.0
313,FS_CC_MidPosterior_Min,0.0
312,FS_CC_MidPosterior_Range,0.0
307,FS_OpticChiasm_Min,0.0
294,FS_L_WM_Hypointens_Range,0.0
283,FS_R_Vessel_Min,0.0
284,FS_R_Vessel_Max,0.0
286,FS_R_ChoroidPlexus_Min,0.0
288,FS_5thVent_Range,0.0
289,FS_5thVent_Min,0.0
290,FS_5thVent_Max,0.0
291,FS_WM_Hypointens_Range,0.0
292,FS_WM_Hypointens_Min,0.0
293,FS_WM_Hypointens_Max,0.0
295,FS_L_WM_Hypointens_Min,0.0
305,FS_R_Non-WM_Hypointens_Max,0.0
296,FS_L_WM_Hypointens_Max,0.0
297,FS_R_WM_Hypointens_Range,0.0
298,FS_R_WM_Hypointens_Min,0.0
299,FS_R_WM_Hypointens_Max,0.0
300,FS_L_Non-WM_Hypointens_Range,0.0
301,FS_L_Non-WM_Hypointens_Min,0.0
302,FS_L_Non-WM_Hypointens_Max,0.0
303,FS_R_Non-WM_Hypointens_Range,0.0
304,FS_R_Non-WM_Hypointens_Min,0.0
347,FS_L_Precuneus_Thck,0.0
350,FS_L_Superiorfrontal_Thck,0.0
418,FS_L_Superiorfrontal_Area,0.0
351,FS_L_Superiorparietal_Thck,0.0
382,FS_R_Rostralanteriorcingulate_Thck,0.0
383,FS_R_Rostralmiddlefrontal_Thck,0.0
384,FS_R_Superiorfrontal_Thck,0.0
385,FS_R_Superiorparietal_Thck,0.0
386,FS_R_Superiortemporal_Thck,0.0
387,FS_R_Supramarginal_Thck,0.0
389,FS_R_Temporalpole_Thck,0.0
390,FS_R_Transversetemporal_Thck,0.0
392,FS_L_Bankssts_Area,0.0
399,FS_L_Inferiortemporal_Area,0.0
402,FS_L_Lateralorbitofrontal_Area,0.0
403,FS_L_Lingual_Area,0.0
404,FS_L_Medialorbitofrontal_Area,0.0
405,FS_L_Middletemporal_Area,0.0
406,FS_L_Parahippocampal_Area,0.0
407,FS_L_Paracentral_Area,0.0
408,FS_L_Parsopercularis_Area,0.0
410,FS_L_Parstriangularis_Area,0.0
414,FS_L_Precentral_Area,0.0
416,FS_L_Rostralanteriorcingulate_Area,0.0
417,FS_L_Rostralmiddlefrontal_Area,0.0
381,FS_R_Precuneus_Thck,0.0
380,FS_R_Precentral_Thck,0.0
379,FS_R_Posteriorcingulate_Thck,0.0
366,FS_R_Isthmuscingulate_Thck,0.0
352,FS_L_Superiortemporal_Thck,0.0
356,FS_L_Transversetemporal_Thck,0.0
358,FS_R_Bankssts_Thck,0.0
359,FS_R_Caudalanteriorcingulate_Thck,0.0
360,FS_R_Caudalmiddlefrontal_Thck,0.0
361,FS_R_Cuneus_Thck,0.0
363,FS_R_Fusiform_Thck,0.0
364,FS_R_Inferiorparietal_Thck,0.0
365,FS_R_Inferiortemporal_Thck,0.0
367,FS_R_Lateraloccipital_Thck,0.0
378,FS_R_Postcentral_Thck,0.0
368,FS_R_Lateralorbitofrontal_Thck,0.0
369,FS_R_Lingual_Thck,0.0
370,FS_R_Medialorbitofrontal_Thck,0.0
371,FS_R_Middletemporal_Thck,0.0
372,FS_R_Parahippocampal_Thck,0.0
374,FS_R_Parsopercularis_Thck,0.0
375,FS_R_Parsorbitalis_Thck,0.0
376,FS_R_Parstriangularis_Thck,0.0
377,FS_R_Pericalcarine_Thck,0.0
942,Release_S900,0.0
